composition,monthly_income,benefit,payment,hourly_wage
1 adult,1510,"SNAP, TANF, WIC, Housing",1328.43,8.68
1 adult,1510,"Child Care, SNAP, TANF, WIC, Housing",1328.43,8.68
1 adult,1520,After-tax income,1323.12,8.74
1 adult,1520,"SNAP, TANF, WIC, Housing",1333.12,8.74
1 adult,1520,"Child Care, SNAP, TANF, WIC, Housing",1333.12,8.74
1 adult,1530,After-tax income,1330.81,8.79
1 adult,1530,"SNAP, TANF, WIC, Housing",1337.81,8.79
1 adult,1530,"Child Care, SNAP, TANF, WIC, Housing",1337.81,8.79
1 adult,1540,After-tax income,1338.49,8.85
1 adult,1540,"SNAP, TANF, WIC, Housing",1342.49,8.85
1 adult,1540,"Child Care, SNAP, TANF, WIC, Housing",1342.49,8.85
1 adult,1550,After-tax income,1346.17,8.91
1 adult,1550,"SNAP, TANF, WIC, Housing",1347.17,8.91
1 adult,1550,"Child Care, SNAP, TANF, WIC, Housing",1347.17,8.91
1 adult,1560,"SNAP, TANF, WIC, Housing",1353.86,8.97
1 adult,1560,"Child Care, SNAP, TANF, WIC, Housing",1353.86,8.97
1 adult,1560,After-tax income,1353.86,8.97
1 adult,1570,"SNAP, TANF, WIC, Housing",1361.55,9.02
1 adult,1570,"Child Care, SNAP, TANF, WIC, Housing",1361.55,9.02
1 adult,1570,After-tax income,1361.55,9.02
1 adult,1580,"SNAP, TANF, WIC, Housing",1369.23,9.08
1 adult,1580,"Child Care, SNAP, TANF, WIC, Housing",1369.23,9.08
1 adult,1580,After-tax income,1369.23,9.08
1 adult,1590,"SNAP, TANF, WIC, Housing",1376.91,9.14
1 adult,1590,"Child Care, SNAP, TANF, WIC, Housing",1376.91,9.14
1 adult,1590,After-tax income,1376.91,9.14
1 adult,1600,"SNAP, TANF, WIC, Housing",1384.6,9.2
1 adult,1600,"Child Care, SNAP, TANF, WIC, Housing",1384.6,9.2
1 adult,1600,After-tax income,1384.6,9.2
1 adult,1610,"SNAP, TANF, WIC, Housing",1392.28,9.25
1 adult,1610,"Child Care, SNAP, TANF, WIC, Housing",1392.28,9.25
1 adult,1610,After-tax income,1392.28,9.25
1 adult,1620,"SNAP, TANF, WIC, Housing",1399.97,9.31
1 adult,1620,"Child Care, SNAP, TANF, WIC, Housing",1399.97,9.31
1 adult,1620,After-tax income,1399.97,9.31
1 adult,1630,"SNAP, TANF, WIC, Housing",1407.65,9.37
1 adult,1630,"Child Care, SNAP, TANF, WIC, Housing",1407.65,9.37
1 adult,1630,After-tax income,1407.65,9.37
1 adult,1640,"SNAP, TANF, WIC, Housing",1415.34,9.43
1 adult,1640,"Child Care, SNAP, TANF, WIC, Housing",1415.34,9.43
1 adult,1640,After-tax income,1415.34,9.43
1 adult,1650,"SNAP, TANF, WIC, Housing",1423.02,9.48
1 adult,1650,"Child Care, SNAP, TANF, WIC, Housing",1423.02,9.48
1 adult,1650,After-tax income,1423.02,9.48
1 adult,1660,"SNAP, TANF, WIC, Housing",1430.71,9.54
1 adult,1660,"Child Care, SNAP, TANF, WIC, Housing",1430.71,9.54
1 adult,1660,After-tax income,1430.71,9.54
1 adult,1670,"SNAP, TANF, WIC, Housing",1438.4,9.6
1 adult,1670,"Child Care, SNAP, TANF, WIC, Housing",1438.4,9.6
1 adult,1670,After-tax income,1438.4,9.6
1 adult,1680,"SNAP, TANF, WIC, Housing",1446.08,9.66
1 adult,1680,"Child Care, SNAP, TANF, WIC, Housing",1446.08,9.66
1 adult,1680,After-tax income,1446.08,9.66
1 adult,1690,"SNAP, TANF, WIC, Housing",1453.77,9.71
1 adult,1690,"Child Care, SNAP, TANF, WIC, Housing",1453.77,9.71
1 adult,1690,After-tax income,1453.77,9.71
1 adult,1700,"SNAP, TANF, WIC, Housing",1461.45,9.77
1 adult,1700,"Child Care, SNAP, TANF, WIC, Housing",1461.45,9.77
1 adult,1700,After-tax income,1461.45,9.77
1 adult,1710,"SNAP, TANF, WIC, Housing",1469.13,9.83
1 adult,1710,"Child Care, SNAP, TANF, WIC, Housing",1469.13,9.83
1 adult,1710,After-tax income,1469.13,9.83
1 adult,1720,"SNAP, TANF, WIC, Housing",1476.82,9.89
1 adult,1720,"Child Care, SNAP, TANF, WIC, Housing",1476.82,9.89
1 adult,1720,After-tax income,1476.82,9.89
1 adult,1730,"SNAP, TANF, WIC, Housing",1484.51,9.94
1 adult,1730,"Child Care, SNAP, TANF, WIC, Housing",1484.51,9.94
1 adult,1730,After-tax income,1484.51,9.94
1 adult,1740,"SNAP, TANF, WIC, Housing",1492.19,10
1 adult,1740,"Child Care, SNAP, TANF, WIC, Housing",1492.19,10
1 adult,1740,After-tax income,1492.19,10
1 adult,1750,"SNAP, TANF, WIC, Housing",1499.88,10.06
1 adult,1750,"Child Care, SNAP, TANF, WIC, Housing",1499.88,10.06
1 adult,1750,After-tax income,1499.88,10.06
1 adult,1760,"SNAP, TANF, WIC, Housing",1507.56,10.11
1 adult,1760,"Child Care, SNAP, TANF, WIC, Housing",1507.56,10.11
1 adult,1760,After-tax income,1507.56,10.11
1 adult,1770,"SNAP, TANF, WIC, Housing",1515.24,10.17
1 adult,1770,"Child Care, SNAP, TANF, WIC, Housing",1515.24,10.17
1 adult,1770,After-tax income,1515.24,10.17
1 adult,1780,"SNAP, TANF, WIC, Housing",1522.93,10.23
1 adult,1780,"Child Care, SNAP, TANF, WIC, Housing",1522.93,10.23
1 adult,1780,After-tax income,1522.93,10.23
1 adult,1790,"SNAP, TANF, WIC, Housing",1530.62,10.29
1 adult,1790,"Child Care, SNAP, TANF, WIC, Housing",1530.62,10.29
1 adult,1790,After-tax income,1530.62,10.29
1 adult,1800,"SNAP, TANF, WIC, Housing",1538.17,10.34
1 adult,1800,"Child Care, SNAP, TANF, WIC, Housing",1538.17,10.34
1 adult,1800,After-tax income,1538.17,10.34
1 adult,1810,"SNAP, TANF, WIC, Housing",1545.66,10.4
1 adult,1810,"Child Care, SNAP, TANF, WIC, Housing",1545.66,10.4
1 adult,1810,After-tax income,1545.66,10.4
1 adult,1820,"SNAP, TANF, WIC, Housing",1553.15,10.46
1 adult,1820,"Child Care, SNAP, TANF, WIC, Housing",1553.15,10.46
1 adult,1820,After-tax income,1553.15,10.46
1 adult,1830,"SNAP, TANF, WIC, Housing",1560.63,10.52
1 adult,1830,"Child Care, SNAP, TANF, WIC, Housing",1560.63,10.52
1 adult,1830,After-tax income,1560.63,10.52
1 adult,1840,"SNAP, TANF, WIC, Housing",1568.12,10.57
1 adult,1840,"Child Care, SNAP, TANF, WIC, Housing",1568.12,10.57
1 adult,1840,After-tax income,1568.12,10.57
1 adult,1850,"SNAP, TANF, WIC, Housing",1575.6,10.63
1 adult,1850,"Child Care, SNAP, TANF, WIC, Housing",1575.6,10.63
1 adult,1850,After-tax income,1575.6,10.63
1 adult,1860,"SNAP, TANF, WIC, Housing",1583.09,10.69
1 adult,1860,"Child Care, SNAP, TANF, WIC, Housing",1583.09,10.69
1 adult,1860,After-tax income,1583.09,10.69
1 adult,1870,"SNAP, TANF, WIC, Housing",1590.57,10.75
1 adult,1870,"Child Care, SNAP, TANF, WIC, Housing",1590.57,10.75
1 adult,1870,After-tax income,1590.57,10.75
1 adult,1880,"SNAP, TANF, WIC, Housing",1598.06,10.8
1 adult,1880,"Child Care, SNAP, TANF, WIC, Housing",1598.06,10.8
1 adult,1880,After-tax income,1598.06,10.8
1 adult,1890,"SNAP, TANF, WIC, Housing",1605.54,10.86
1 adult,1890,"Child Care, SNAP, TANF, WIC, Housing",1605.54,10.86
1 adult,1890,After-tax income,1605.54,10.86
1 adult,1900,"SNAP, TANF, WIC, Housing",1613.02,10.92
1 adult,1900,"Child Care, SNAP, TANF, WIC, Housing",1613.02,10.92
1 adult,1900,After-tax income,1613.02,10.92
1 adult,1910,"SNAP, TANF, WIC, Housing",1620.51,10.98
1 adult,1910,"Child Care, SNAP, TANF, WIC, Housing",1620.51,10.98
1 adult,1910,After-tax income,1620.51,10.98
1 adult,1920,"SNAP, TANF, WIC, Housing",1627.99,11.03
1 adult,1920,"Child Care, SNAP, TANF, WIC, Housing",1627.99,11.03
1 adult,1920,After-tax income,1627.99,11.03
1 adult,1930,"SNAP, TANF, WIC, Housing",1635.48,11.09
1 adult,1930,"Child Care, SNAP, TANF, WIC, Housing",1635.48,11.09
1 adult,1930,After-tax income,1635.48,11.09
1 adult,1940,"SNAP, TANF, WIC, Housing",1642.97,11.15
1 adult,1940,"Child Care, SNAP, TANF, WIC, Housing",1642.97,11.15
1 adult,1940,After-tax income,1642.97,11.15
1 adult,1950,"SNAP, TANF, WIC, Housing",1650.45,11.21
1 adult,1950,"Child Care, SNAP, TANF, WIC, Housing",1650.45,11.21
1 adult,1950,After-tax income,1650.45,11.21
1 adult,1960,"SNAP, TANF, WIC, Housing",1657.94,11.26
1 adult,1960,"Child Care, SNAP, TANF, WIC, Housing",1657.94,11.26
1 adult,1960,After-tax income,1657.94,11.26
1 adult,1970,"SNAP, TANF, WIC, Housing",1665.42,11.32
1 adult,1970,"Child Care, SNAP, TANF, WIC, Housing",1665.42,11.32
1 adult,1970,After-tax income,1665.42,11.32
1 adult,1980,"SNAP, TANF, WIC, Housing",1672.9,11.38
1 adult,1980,"Child Care, SNAP, TANF, WIC, Housing",1672.9,11.38
1 adult,1980,After-tax income,1672.9,11.38
1 adult,1990,"SNAP, TANF, WIC, Housing",1680.39,11.44
1 adult,1990,"Child Care, SNAP, TANF, WIC, Housing",1680.39,11.44
1 adult,1990,After-tax income,1680.39,11.44
1 adult,2000,"SNAP, TANF, WIC, Housing",1687.88,11.49
1 adult,2000,"Child Care, SNAP, TANF, WIC, Housing",1687.88,11.49
1 adult,2000,After-tax income,1687.88,11.49
1 adult,2010,"SNAP, TANF, WIC, Housing",1695.36,11.55
1 adult,2010,"Child Care, SNAP, TANF, WIC, Housing",1695.36,11.55
1 adult,2010,After-tax income,1695.36,11.55
1 adult,2020,"SNAP, TANF, WIC, Housing",1702.85,11.61
1 adult,2020,"Child Care, SNAP, TANF, WIC, Housing",1702.85,11.61
1 adult,2020,After-tax income,1702.85,11.61
1 adult,2030,"SNAP, TANF, WIC, Housing",1710.33,11.67
1 adult,2030,"Child Care, SNAP, TANF, WIC, Housing",1710.33,11.67
1 adult,2030,After-tax income,1710.33,11.67
1 adult,2040,"SNAP, TANF, WIC, Housing",1717.81,11.72
1 adult,2040,"Child Care, SNAP, TANF, WIC, Housing",1717.81,11.72
1 adult,2040,After-tax income,1717.81,11.72
1 adult,2050,"SNAP, TANF, WIC, Housing",1725.3,11.78
1 adult,2050,"Child Care, SNAP, TANF, WIC, Housing",1725.3,11.78
1 adult,2050,After-tax income,1725.3,11.78
1 adult,2060,"SNAP, TANF, WIC, Housing",1732.78,11.84
1 adult,2060,"Child Care, SNAP, TANF, WIC, Housing",1732.78,11.84
1 adult,2060,After-tax income,1732.78,11.84
1 adult,2070,"SNAP, TANF, WIC, Housing",1740.27,11.9
1 adult,2070,"Child Care, SNAP, TANF, WIC, Housing",1740.27,11.9
1 adult,2070,After-tax income,1740.27,11.9
1 adult,2080,"SNAP, TANF, WIC, Housing",1747.76,11.95
1 adult,2080,"Child Care, SNAP, TANF, WIC, Housing",1747.76,11.95
1 adult,2080,After-tax income,1747.76,11.95
1 adult,2090,"SNAP, TANF, WIC, Housing",1755.24,12.01
1 adult,2090,"Child Care, SNAP, TANF, WIC, Housing",1755.24,12.01
1 adult,2090,After-tax income,1755.24,12.01
1 adult,2100,"SNAP, TANF, WIC, Housing",1762.73,12.07
1 adult,2100,"Child Care, SNAP, TANF, WIC, Housing",1762.73,12.07
1 adult,2100,After-tax income,1762.73,12.07
1 adult,2110,"SNAP, TANF, WIC, Housing",1770.21,12.13
1 adult,2110,"Child Care, SNAP, TANF, WIC, Housing",1770.21,12.13
1 adult,2110,After-tax income,1770.21,12.13
1 adult,2120,"SNAP, TANF, WIC, Housing",1777.69,12.18
1 adult,2120,"Child Care, SNAP, TANF, WIC, Housing",1777.69,12.18
1 adult,2120,After-tax income,1777.69,12.18
1 adult,2130,"SNAP, TANF, WIC, Housing",1785.18,12.24
1 adult,2130,"Child Care, SNAP, TANF, WIC, Housing",1785.18,12.24
1 adult,2130,After-tax income,1785.18,12.24
1 adult,2140,"SNAP, TANF, WIC, Housing",1792.66,12.3
1 adult,2140,"Child Care, SNAP, TANF, WIC, Housing",1792.66,12.3
1 adult,2140,After-tax income,1792.66,12.3
1 adult,2150,"SNAP, TANF, WIC, Housing",1800.15,12.36
1 adult,2150,"Child Care, SNAP, TANF, WIC, Housing",1800.15,12.36
1 adult,2150,After-tax income,1800.15,12.36
1 adult,2160,"SNAP, TANF, WIC, Housing",1807.63,12.41
1 adult,2160,"Child Care, SNAP, TANF, WIC, Housing",1807.63,12.41
1 adult,2160,After-tax income,1807.63,12.41
1 adult,2170,"SNAP, TANF, WIC, Housing",1815.12,12.47
1 adult,2170,"Child Care, SNAP, TANF, WIC, Housing",1815.12,12.47
1 adult,2170,After-tax income,1815.12,12.47
1 adult,2180,"SNAP, TANF, WIC, Housing",1822.6,12.53
1 adult,2180,"Child Care, SNAP, TANF, WIC, Housing",1822.6,12.53
1 adult,2180,After-tax income,1822.6,12.53
1 adult,2190,"SNAP, TANF, WIC, Housing",1830.09,12.59
1 adult,2190,"Child Care, SNAP, TANF, WIC, Housing",1830.09,12.59
1 adult,2190,After-tax income,1830.09,12.59
1 adult,2200,"SNAP, TANF, WIC, Housing",1837.58,12.64
1 adult,2200,"Child Care, SNAP, TANF, WIC, Housing",1837.58,12.64
1 adult,2200,After-tax income,1837.58,12.64
1 adult,2210,"SNAP, TANF, WIC, Housing",1845.06,12.7
1 adult,2210,"Child Care, SNAP, TANF, WIC, Housing",1845.06,12.7
1 adult,2210,After-tax income,1845.06,12.7
1 adult,2220,"SNAP, TANF, WIC, Housing",1852.55,12.76
1 adult,2220,"Child Care, SNAP, TANF, WIC, Housing",1852.55,12.76
1 adult,2220,After-tax income,1852.55,12.76
1 adult,2230,"SNAP, TANF, WIC, Housing",1860.03,12.82
1 adult,2230,"Child Care, SNAP, TANF, WIC, Housing",1860.03,12.82
1 adult,2230,After-tax income,1860.03,12.82
1 adult,2240,"SNAP, TANF, WIC, Housing",1867.52,12.87
1 adult,2240,"Child Care, SNAP, TANF, WIC, Housing",1867.52,12.87
1 adult,2240,After-tax income,1867.52,12.87
1 adult,2250,"SNAP, TANF, WIC, Housing",1875,12.93
1 adult,2250,"Child Care, SNAP, TANF, WIC, Housing",1875,12.93
1 adult,2250,After-tax income,1875,12.93
1 adult,2260,"SNAP, TANF, WIC, Housing",1882.48,12.99
1 adult,2260,"Child Care, SNAP, TANF, WIC, Housing",1882.48,12.99
1 adult,2260,After-tax income,1882.48,12.99
1 adult,2270,"SNAP, TANF, WIC, Housing",1889.97,13.05
1 adult,2270,"Child Care, SNAP, TANF, WIC, Housing",1889.97,13.05
1 adult,2270,After-tax income,1889.97,13.05
1 adult,2280,"SNAP, TANF, WIC, Housing",1897.45,13.1
1 adult,2280,"Child Care, SNAP, TANF, WIC, Housing",1897.45,13.1
1 adult,2280,After-tax income,1897.45,13.1
1 adult,2290,"SNAP, TANF, WIC, Housing",1904.94,13.16
1 adult,2290,"Child Care, SNAP, TANF, WIC, Housing",1904.94,13.16
1 adult,2290,After-tax income,1904.94,13.16
1 adult,2300,"SNAP, TANF, WIC, Housing",1912.42,13.22
1 adult,2300,"Child Care, SNAP, TANF, WIC, Housing",1912.42,13.22
1 adult,2300,After-tax income,1912.42,13.22
1 adult,2310,"SNAP, TANF, WIC, Housing",1919.91,13.28
1 adult,2310,"Child Care, SNAP, TANF, WIC, Housing",1919.91,13.28
1 adult,2310,After-tax income,1919.91,13.28
1 adult,2320,"SNAP, TANF, WIC, Housing",1927.4,13.33
1 adult,2320,"Child Care, SNAP, TANF, WIC, Housing",1927.4,13.33
1 adult,2320,After-tax income,1927.4,13.33
1 adult,2330,"SNAP, TANF, WIC, Housing",1934.88,13.39
1 adult,2330,"Child Care, SNAP, TANF, WIC, Housing",1934.88,13.39
1 adult,2330,After-tax income,1934.88,13.39
1 adult,2340,"SNAP, TANF, WIC, Housing",1942.37,13.45
1 adult,2340,"Child Care, SNAP, TANF, WIC, Housing",1942.37,13.45
1 adult,2340,After-tax income,1942.37,13.45
1 adult,2350,"SNAP, TANF, WIC, Housing",1949.85,13.51
1 adult,2350,"Child Care, SNAP, TANF, WIC, Housing",1949.85,13.51
1 adult,2350,After-tax income,1949.85,13.51
1 adult,2360,"SNAP, TANF, WIC, Housing",1957.34,13.56
1 adult,2360,"Child Care, SNAP, TANF, WIC, Housing",1957.34,13.56
1 adult,2360,After-tax income,1957.34,13.56
1 adult,2370,"SNAP, TANF, WIC, Housing",1964.82,13.62
1 adult,2370,"Child Care, SNAP, TANF, WIC, Housing",1964.82,13.62
1 adult,2370,After-tax income,1964.82,13.62
1 adult,2380,"SNAP, TANF, WIC, Housing",1972.31,13.68
1 adult,2380,"Child Care, SNAP, TANF, WIC, Housing",1972.31,13.68
1 adult,2380,After-tax income,1972.31,13.68
1 adult,2390,"SNAP, TANF, WIC, Housing",1979.79,13.74
1 adult,2390,"Child Care, SNAP, TANF, WIC, Housing",1979.79,13.74
1 adult,2390,After-tax income,1979.79,13.74
1 adult,2400,"SNAP, TANF, WIC, Housing",1987.27,13.79
1 adult,2400,"Child Care, SNAP, TANF, WIC, Housing",1987.27,13.79
1 adult,2400,After-tax income,1987.27,13.79
1 adult,2410,"SNAP, TANF, WIC, Housing",1994.76,13.85
1 adult,2410,"Child Care, SNAP, TANF, WIC, Housing",1994.76,13.85
1 adult,2410,After-tax income,1994.76,13.85
1 adult,2420,"SNAP, TANF, WIC, Housing",2002.24,13.91
1 adult,2420,"Child Care, SNAP, TANF, WIC, Housing",2002.24,13.91
1 adult,2420,After-tax income,2002.24,13.91
1 adult,2430,"SNAP, TANF, WIC, Housing",2009.73,13.97
1 adult,2430,"Child Care, SNAP, TANF, WIC, Housing",2009.73,13.97
1 adult,2430,After-tax income,2009.73,13.97
1 adult,2440,"SNAP, TANF, WIC, Housing",2017.22,14.02
1 adult,2440,"Child Care, SNAP, TANF, WIC, Housing",2017.22,14.02
1 adult,2440,After-tax income,2017.22,14.02
1 adult,2450,"SNAP, TANF, WIC, Housing",2024.7,14.08
1 adult,2450,"Child Care, SNAP, TANF, WIC, Housing",2024.7,14.08
1 adult,2450,After-tax income,2024.7,14.08
1 adult,2460,"SNAP, TANF, WIC, Housing",2032.19,14.14
1 adult,2460,"Child Care, SNAP, TANF, WIC, Housing",2032.19,14.14
1 adult,2460,After-tax income,2032.19,14.14
1 adult,2470,"SNAP, TANF, WIC, Housing",2039.67,14.2
1 adult,2470,"Child Care, SNAP, TANF, WIC, Housing",2039.67,14.2
1 adult,2470,After-tax income,2039.67,14.2
1 adult,2480,"SNAP, TANF, WIC, Housing",2047.15,14.25
1 adult,2480,"Child Care, SNAP, TANF, WIC, Housing",2047.15,14.25
1 adult,2480,After-tax income,2047.15,14.25
1 adult,2490,"SNAP, TANF, WIC, Housing",2054.64,14.31
1 adult,2490,"Child Care, SNAP, TANF, WIC, Housing",2054.64,14.31
1 adult,2490,After-tax income,2054.64,14.31
1 adult,2500,"SNAP, TANF, WIC, Housing",2062.12,14.37
1 adult,2500,"Child Care, SNAP, TANF, WIC, Housing",2062.12,14.37
1 adult,2500,After-tax income,2062.12,14.37
1 adult,2510,"SNAP, TANF, WIC, Housing",2069.61,14.43
1 adult,2510,"Child Care, SNAP, TANF, WIC, Housing",2069.61,14.43
1 adult,2510,After-tax income,2069.61,14.43
1 adult,2520,"SNAP, TANF, WIC, Housing",2077.09,14.48
1 adult,2520,"Child Care, SNAP, TANF, WIC, Housing",2077.09,14.48
1 adult,2520,After-tax income,2077.09,14.48
1 adult,2530,"SNAP, TANF, WIC, Housing",2084.58,14.54
1 adult,2530,"Child Care, SNAP, TANF, WIC, Housing",2084.58,14.54
1 adult,2530,After-tax income,2084.58,14.54
1 adult,2540,"SNAP, TANF, WIC, Housing",2092.07,14.6
1 adult,2540,"Child Care, SNAP, TANF, WIC, Housing",2092.07,14.6
1 adult,2540,After-tax income,2092.07,14.6
1 adult,2550,"SNAP, TANF, WIC, Housing",2099.55,14.66
1 adult,2550,"Child Care, SNAP, TANF, WIC, Housing",2099.55,14.66
1 adult,2550,After-tax income,2099.55,14.66
1 adult,2560,"SNAP, TANF, WIC, Housing",2107.03,14.71
1 adult,2560,"Child Care, SNAP, TANF, WIC, Housing",2107.03,14.71
1 adult,2560,After-tax income,2107.03,14.71
1 adult,2570,"SNAP, TANF, WIC, Housing",2114.52,14.77
1 adult,2570,"Child Care, SNAP, TANF, WIC, Housing",2114.52,14.77
1 adult,2570,After-tax income,2114.52,14.77
1 adult,2580,"SNAP, TANF, WIC, Housing",2122.01,14.83
1 adult,2580,"Child Care, SNAP, TANF, WIC, Housing",2122.01,14.83
1 adult,2580,After-tax income,2122.01,14.83
1 adult,2590,"SNAP, TANF, WIC, Housing",2129.49,14.89
1 adult,2590,"Child Care, SNAP, TANF, WIC, Housing",2129.49,14.89
1 adult,2590,After-tax income,2129.49,14.89
1 adult,2600,"SNAP, TANF, WIC, Housing",2136.97,14.94
1 adult,2600,"Child Care, SNAP, TANF, WIC, Housing",2136.97,14.94
1 adult,2600,After-tax income,2136.97,14.94
1 adult,2610,"SNAP, TANF, WIC, Housing",2144.46,15
1 adult,2610,"Child Care, SNAP, TANF, WIC, Housing",2144.46,15
1 adult,2610,After-tax income,2144.46,15
1 adult,2620,"SNAP, TANF, WIC, Housing",2151.95,15.06
1 adult,2620,"Child Care, SNAP, TANF, WIC, Housing",2151.95,15.06
1 adult,2620,After-tax income,2151.95,15.06
1 adult,2630,"SNAP, TANF, WIC, Housing",2159.43,15.11
1 adult,2630,"Child Care, SNAP, TANF, WIC, Housing",2159.43,15.11
1 adult,2630,After-tax income,2159.43,15.11
1 adult,2640,"SNAP, TANF, WIC, Housing",2166.91,15.17
1 adult,2640,"Child Care, SNAP, TANF, WIC, Housing",2166.91,15.17
1 adult,2640,After-tax income,2166.91,15.17
1 adult,2650,"SNAP, TANF, WIC, Housing",2174.4,15.23
1 adult,2650,"Child Care, SNAP, TANF, WIC, Housing",2174.4,15.23
1 adult,2650,After-tax income,2174.4,15.23
1 adult,2660,"SNAP, TANF, WIC, Housing",2181.88,15.29
1 adult,2660,"Child Care, SNAP, TANF, WIC, Housing",2181.88,15.29
1 adult,2660,After-tax income,2181.88,15.29
1 adult,2670,"SNAP, TANF, WIC, Housing",2189.37,15.34
1 adult,2670,"Child Care, SNAP, TANF, WIC, Housing",2189.37,15.34
1 adult,2670,After-tax income,2189.37,15.34
1 adult,2680,"SNAP, TANF, WIC, Housing",2196.86,15.4
1 adult,2680,"Child Care, SNAP, TANF, WIC, Housing",2196.86,15.4
1 adult,2680,After-tax income,2196.86,15.4
1 adult,2690,"SNAP, TANF, WIC, Housing",2204.34,15.46
1 adult,2690,"Child Care, SNAP, TANF, WIC, Housing",2204.34,15.46
1 adult,2690,After-tax income,2204.34,15.46
1 adult,2700,"SNAP, TANF, WIC, Housing",2211.83,15.52
1 adult,2700,"Child Care, SNAP, TANF, WIC, Housing",2211.83,15.52
1 adult,2700,After-tax income,2211.83,15.52
1 adult,2710,"SNAP, TANF, WIC, Housing",2219.31,15.57
1 adult,2710,"Child Care, SNAP, TANF, WIC, Housing",2219.31,15.57
1 adult,2710,After-tax income,2219.31,15.57
1 adult,2720,"SNAP, TANF, WIC, Housing",2226.8,15.63
1 adult,2720,"Child Care, SNAP, TANF, WIC, Housing",2226.8,15.63
1 adult,2720,After-tax income,2226.8,15.63
1 adult,2730,"SNAP, TANF, WIC, Housing",2234.28,15.69
1 adult,2730,"Child Care, SNAP, TANF, WIC, Housing",2234.28,15.69
1 adult,2730,After-tax income,2234.28,15.69
1 adult,2740,"SNAP, TANF, WIC, Housing",2241.76,15.75
1 adult,2740,"Child Care, SNAP, TANF, WIC, Housing",2241.76,15.75
1 adult,2740,After-tax income,2241.76,15.75
1 adult,2750,"SNAP, TANF, WIC, Housing",2249.25,15.8
1 adult,2750,"Child Care, SNAP, TANF, WIC, Housing",2249.25,15.8
1 adult,2750,After-tax income,2249.25,15.8
1 adult,2760,"SNAP, TANF, WIC, Housing",2256.74,15.86
1 adult,2760,"Child Care, SNAP, TANF, WIC, Housing",2256.74,15.86
1 adult,2760,After-tax income,2256.74,15.86
1 adult,2770,"SNAP, TANF, WIC, Housing",2264.22,15.92
1 adult,2770,"Child Care, SNAP, TANF, WIC, Housing",2264.22,15.92
1 adult,2770,After-tax income,2264.22,15.92
1 adult,2780,"SNAP, TANF, WIC, Housing",2271.7,15.98
1 adult,2780,"Child Care, SNAP, TANF, WIC, Housing",2271.7,15.98
1 adult,2780,After-tax income,2271.7,15.98
1 adult,2790,"SNAP, TANF, WIC, Housing",2279.19,16.03
1 adult,2790,"Child Care, SNAP, TANF, WIC, Housing",2279.19,16.03
1 adult,2790,After-tax income,2279.19,16.03
1 adult,2800,"SNAP, TANF, WIC, Housing",2286.67,16.09
1 adult,2800,"Child Care, SNAP, TANF, WIC, Housing",2286.67,16.09
1 adult,2800,After-tax income,2286.67,16.09
1 adult,2810,"SNAP, TANF, WIC, Housing",2294.16,16.15
1 adult,2810,"Child Care, SNAP, TANF, WIC, Housing",2294.16,16.15
1 adult,2810,After-tax income,2294.16,16.15
1 adult,2820,"SNAP, TANF, WIC, Housing",2301.64,16.21
1 adult,2820,"Child Care, SNAP, TANF, WIC, Housing",2301.64,16.21
1 adult,2820,After-tax income,2301.64,16.21
1 adult,2830,"SNAP, TANF, WIC, Housing",2309.13,16.26
1 adult,2830,"Child Care, SNAP, TANF, WIC, Housing",2309.13,16.26
1 adult,2830,After-tax income,2309.13,16.26
1 adult,2840,"SNAP, TANF, WIC, Housing",2316.62,16.32
1 adult,2840,"Child Care, SNAP, TANF, WIC, Housing",2316.62,16.32
1 adult,2840,After-tax income,2316.62,16.32
